word,meaning,aliases,level,pos
sophisticated,정교한,세련된,C1,adjective
sovereignty,주권,,C1,noun
spare,여분의,아끼다,C1,adjective
specialized,전문화된,,C1,adjective
specification,명세,규격,C1,noun
spectrum,범위,스펙트럼,C1,noun
spouse,배우자,,C1,noun
stability,안정성,,C1,noun
stabilize,안정시키다,,C1,verb
stance,입장,자세,C1,noun
starve,굶주리다,,C1,verb
static,정적인,움직임이 없는,C1,adjective
statistical,통계의,,C1,adjective
stimulate,자극하다,활성화하다,C1,verb
stimulus,자극,유인,C1,noun
storage,저장,보관,C1,noun
straightforward,간단한,솔직한,C1,adjective
strategic,전략적인,,C1,adjective
strictly,엄격히,정확히,C1,adverb
strip,벗기다,조각,C1,verb
stroke,뇌졸중,한 획,C1,noun
structural,구조적인,,C1,adjective
struggle,분투하다,투쟁,C1,verb
stunning,매우 놀라운,멋진,C1,adjective
subjective,주관적인,,C1,adjective
subordinate,부하의,하위의,C1,adjective
subscribe,구독하다,동의하다,C1,verb
subscriber,구독자,,C1,noun
subsidiary,자회사,보조적인,C1,noun
subsidy,보조금,,C1,noun
substitute,대체하다,대체품,C1,verb
substitution,대체,치환,C1,noun
successive,연속적인,,C1,adjective
succession,연속,승계,C1,noun
successor,후계자,,C1,noun
sue,고소하다,,C1,verb
sufficiently,충분히,,C1,adverb
supervise,감독하다,,C1,verb
supervision,감독,,C1,noun
supplement,보충하다,보충물,C1,verb
supposedly,추정상,소문에 따르면,C1,adverb
suppress,억압하다,진압하다,C1,verb
supreme,최고의,,C1,adjective
surgical,수술의,외과의,C1,adjective
surplus,잉여,초과분,C1,noun
surrender,항복하다,넘겨주다,C1,verb
surveillance,감시,감독,C1,noun
suspend,중단하다,정직시키다,C1,verb
suspension,중단,정직,C1,noun
suspicion,의심,혐의,C1,noun
suspicious,의심스러운,수상한,C1,adjective
sustainability,지속 가능성,,C1,noun
symbolic,상징적인,,C1,adjective
symptom,증상,,C1,noun
syndrome,증후군,,C1,noun
tactic,전술,,C1,noun
tactical,전술적인,,C1,adjective
template,틀,템플릿,C1,noun
terminal,말기의,터미널,C1,adjective
terminate,종결하다,끝내다,C1,verb
testify,증언하다,,C1,verb
textile,직물,섬유의,C1,noun
theatre,극장,연극계,C1,noun
therapeutic,치료의,치유 효과가 있는,C1,adjective
thesis,논문,주장,C1,noun
thorough,철저한,꼼꼼한,C1,adjective
threshold,문턱,한계점,C1,noun
thrive,번영하다,성공하다,C1,verb
tide,조수,흐름,C1,noun
timber,목재,,C1,noun
tolerance,관용,내성,C1,noun
tolerate,참다,용인하다,C1,verb
torture,고문,고문하다,C1,noun
toxic,독성의,유독한,C1,adjective
trace,추적하다,흔적,C1,verb
trademark,상표,,C1,noun
tragedy,비극,,C1,noun
trajectory,궤적,진로,C1,noun
transcript,기록,대본,C1,noun
transformation,변형,변화,C1,noun
transit,이동,통과,C1,noun
transmission,전달,전송,C1,noun
transparency,투명성,,C1,noun
transparent,투명한,솔직한,C1,adjective
trauma,외상,정신적 충격,C1,noun
treaty,조약,,C1,noun
tribunal,재판소,,C1,noun
tribute,헌사,공물,C1,noun
troop,군대,무리,C1,noun
tuition,수업료,과외,C1,noun
ultimate,궁극적인,최종의,C1,adjective
unanimous,만장일치의,,C1,adjective
unconditional,무조건적인,,C1,adjective
undergraduate,대학생,학부생의,C1,noun
undermine,약화시키다,훼손하다,C1,verb
undertaking,사업,약속,C1,noun
unify,통합하다,,C1,verb
unprecedented,전례 없는,,C1,adjective
unveil,공개하다,드러내다,C1,verb
uphold,지지하다,유지하다,C1,verb
utility,유용성,공공시설,C1,noun
utterly,완전히,전적으로,C1,adverb
vacancy,공석,빈자리,C1,noun
validity,타당성,유효성,C1,noun
variable,변수,가변적인,C1,noun
verification,검증,확인,C1,noun
verse,시,운문,C1,noun
versus,대,상대로,C1,preposition
vessel,선박,그릇,C1,noun
veteran,퇴역 군인,베테랑,C1,noun
viable,실행 가능한,생존 가능한,C1,adjective
vibrant,활기찬,생생한,C1,adjective
violate,위반하다,침해하다,C1,verb
violation,위반,침해,C1,noun
virtue,미덕,장점,C1,noun
visibility,가시성,시계,C1,noun
visually,시각적으로,,C1,adverb
vocal,목소리의,강하게 주장하는,C1,adjective
vow,맹세,맹세하다,C1,noun
vulnerable,취약한,상처받기 쉬운,C1,adjective
ward,병동,구역,C1,noun
warehouse,창고,,C1,noun
warfare,전쟁,전투 방식,C1,noun
weaken,약화시키다,,C1,verb
weave,짜다,엮다,C1,verb
weed,잡초,,C1,noun
weighted,가중된,,C1,adjective
whereby,그에 따라,그 방법으로,C1,adverb
whilst,~하는 동안,,C1,conjunction
whip,채찍,휘젓다,C1,noun
wholly,전적으로,완전히,C1,adverb
widespread,널리 퍼진,,C1,adjective
withstand,견디다,버티다,C1,verb
workforce,노동력,인력,C1,noun
worthwhile,가치 있는,보람 있는,C1,adjective
yield,산출하다,양보하다,C1,verb
